"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-24","0.55",,"44","50","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-25","0.00",,"42","51","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-26","0.00",,"47","55","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-27","0.57",,"47","55","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-28","0.00",,"51","60","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-29","0.05",,"57","66","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-30","0.00",,"61","71","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-03-31","0.00",,"66","77","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-01","0.00",,"71","81","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-02","0.00",,"55","69","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-03","0.00",,"60","74","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-04","0.00",,"67","79","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-05","0.00",,"70","83","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-06","0.00",,"67","80","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-07","0.00",,"70","84","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-08","0.00",,"65","73","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-09","0.01",,"55","58","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-10","0.14",,"51","55","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-11","0.00",,"55","63","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-12","0.00",,"62","75","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-13","0.00",,"66","77","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-14","0.00",,"60","68","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-15","0.23",,"58","69","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-16","0.00",,"68","82","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-17","0.00",,"72","85","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-18","0.00",,"72","84","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-19","0.00",,"61","68","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-20","0.13",,"53","63","46"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-21","0.00",,"54","66","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-22","0.00",,"61","72","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-23","0.00",,"63","76","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-24","0.00",,"51","60","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-25","0.63",,"42","45","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-26","0.50",,"46","56","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-27","0.00",,"57","70","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-28","0.00",,"52","62","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-29","0.49",,"51","56","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-04-30","0.00",,"54","61","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-01","0.00",,"57","67","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-02","0.37",,"56","60","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-03","0.05",,"54","59","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-04","0.46",,"54","61","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-05","0.04",,"57","68","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-06","0.00",,"60","71","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-07","0.00",,"62","73","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-08","0.00",,"62","70","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-09","0.00",,"63","73","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-10","0.00",,"60","71","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-11","0.07",,"64","74","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-12","0.00",,"63","71","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-13","0.72",,"65","75","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-14","0.00",,"63","72","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-15","0.10",,"56","64","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-16","0.23",,"52","61","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-17","0.00",,"55","65","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-18","0.00",,"59","68","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-19","0.00",,"65","74","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-20","0.00",,"62","66","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-21","0.00",,"66","78","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-22","0.00",,"67","80","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-23","0.00",,"74","84","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-24","0.01",,"63","75","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-25","0.28",,"62","71","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-26","0.48",,"67","77","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-27","0.00",,"71","82","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-28","0.00",,"76","86","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-29","0.00",,"77","88","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-30","0.00",,"76","84","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-05-31","0.00",,"74","82","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-01","0.00",,"69","79","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-02","0.96",,"67","76","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-03","0.31",,"67","76","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-04","0.04",,"68","76","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-05","0.09",,"70","80","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-06","0.45",,"66","74","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-07","0.00",,"67","74","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-08","0.00",,"66","76","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-09","0.00",,"69","80","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-10","0.00",,"69","78","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-11","0.00",,"70","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-12","0.15",,"68","78","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-13","0.42",,"66","73","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-14","0.13",,"69","79","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-15","0.04",,"71","83","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-16","0.02",,"78","87","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-17","0.00",,"85","97","79"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-18","0.00",,"75","84","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-19","0.20",,"71","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-20","1.06",,"71","85","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-21","1.31",,"72","76","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-22","0.00",,"79","89","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-23","0.00",,"83","92","74"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-24","0.00",,"84","92","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-25","0.00",,"81","90","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-26","0.00",,"81","88","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-27","0.00",,"74","86","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-28","0.68",,"65","69","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-29","0.13",,"71","83","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-06-30","0.00",,"76","86","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-01","0.00",,"79","89","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-02","0.00",,"80","89","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-03","0.00",,"77","84","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-04","0.00",,"73","80","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-05","0.00",,"72","83","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-06","0.00",,"74","84","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-07","0.00",,"71","78","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-08","0.00",,"71","82","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-09","0.00",,"77","87","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-10","0.00",,"78","87","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-11","0.00",,"80","89","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-12","0.00",,"84","96","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-13","0.00",,"86","96","78"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-14","0.00",,"75","87","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-15","0.00",,"64","72","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-16","1.23",,"61","69","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-17","0.08",,"60","66","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-18","0.03",,"70","80","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-19","0.00",,"70","77","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-20","0.00",,"72","82","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-21","0.00",,"75","84","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-22","0.00",,"78","90","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-23","0.00",,"81","91","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-24","0.00",,"83","91","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-25","0.00",,"77","89","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-26","0.03",,"72","80","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-27","0.00",,"77","88","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-28","0.00",,"78","91","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-29","0.00",,"76","85","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-30","0.00",,"79","89","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-07-31","0.00",,"82","92","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-01","0.00",,"76","86","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-02","0.16",,"70","79","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-03","0.00",,"74","83","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-04","0.00",,"78","88","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-05","0.00",,"82","93","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-06","0.00",,"71","82","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-07","0.00",,"70","78","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-08","0.00",,"69","80","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-09","0.00",,"75","85","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-10","0.00",,"77","90","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-11","0.39",,"59","67","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-12","0.31",,"64","73","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-13","0.00",,"64","76","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-14","0.00",,"69","80","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-15","0.00",,"73","85","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-16","0.00",,"74","86","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-17","0.00",,"72","87","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-18","0.40",,"72","81","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-19","0.00",,"74","87","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-20","0.21",,"74","84","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-21","0.00",,"79","90","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-22","0.55",,"64","79","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-23","0.31",,"63","66","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-24","0.06",,"71","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-25","0.00",,"71","83","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-26","0.00",,"73","84","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-27","0.00",,"75","85","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-28","0.00",,"75","87","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-29","0.00",,"76","89","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-30","0.00",,"73","85","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-08-31","0.00",,"74","84","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-01","0.00",,"75","84","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-02","0.00",,"74","84","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-03","0.00",,"73","86","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-04","0.00",,"74","87","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-05","0.00",,"65","73","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-06","1.06",,"62","67","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-07","0.00",,"70","78","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-08","0.00",,"74","84","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-09","0.00",,"75","86","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-10","0.00",,"73","80","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-11","0.00",,"77","86","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-12","0.00",,"76","88","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-13","0.00",,"73","85","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-14","0.00",,"71","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-15","0.00",,"72","84","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-16","0.00",,"75","88","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-17","0.00",,"76","87","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-18","0.00",,"72","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-19","0.63",,"65","73","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-20","0.17",,"61","65","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-21","0.00",,"57","63","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-22","0.00",,"55","66","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-23","0.02",,"58","70","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-24","0.00",,"59","71","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-25","0.00",,"60","70","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-26","0.00",,"59","70","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-27","0.00",,"60","72","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-28","0.00",,"60","72","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-29","0.00",,"62","76","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-09-30","0.00",,"65","79","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-01","0.00",,"65","78","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-02","0.00",,"67","82","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-03","0.09",,"60","65","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-04","0.01",,"56","67","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-05","0.16",,"49","55","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-06","0.00",,"49","61","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-07","0.00",,"49","56","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-08","0.06",,"48","54","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-09","0.00",,"49","60","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-10","0.00",,"47","52","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-11","0.09",,"50","53","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-12","0.57",,"46","49","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-13","0.67",,"50","60","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-14","0.00",,"52","64","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-15","0.00",,"56","66","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-16","0.07",,"53","57","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-17","0.47",,"51","58","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-18","0.00",,"50","57","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-19","0.08",,"48","55","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-20","0.00",,"53","64","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-21","0.02",,"53","56","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-22","0.66",,"50","56","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-23","0.00",,"53","62","46"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-24","0.00",,"59","71","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-25","0.00",,"60","70","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-26","0.04",,"56","61","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-27","0.00",,"49","56","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-28","0.00",,"47","54","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-29","0.00",,"46","54","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-30","0.02",,"49","56","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-10-31","0.00",,"45","54","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-01","0.00",,"47","56","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-02","0.00",,"54","65","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-03","0.28",,"44","56","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-04","0.23",,"42","52","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-05","0.00",,"50","63","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-06","0.02",,"63","72","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-07","0.22",,"54","67","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-08","0.63",,"49","51","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-09","0.44",,"42","49","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-10","0.17",,"41","48","34"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-11","0.00",,"48","61","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-12","0.17",,"45","51","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-13","0.36",,"36","38","34"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-14","0.00",,"36","41","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-15","0.00",,"35","39","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-16","0.00",,"36","44","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-17","0.00",,"47","54","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-18","0.00",,"52","65","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-19","0.00",,"55","63","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-20","0.00",,"52","60","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-21","0.00",,"50","59","46"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-22","0.00",,"48","56","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-23","0.00",,"46","54","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-24","0.00",,"48","59","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-25","0.00",,"50","58","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-26","0.00",,"47","53","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-27","0.24",,"46","51","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-28","0.05",,"40","46","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-29","0.00",,"32","37","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-11-30","0.00",,"32","39","26"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-01","0.00",,"38","43","32"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-02","0.00",,"41","47","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-03","0.00",,"36","44","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-04","0.00",,"34","44","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-05","0.00",,"34","45","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-06","0.00",,"36","44","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-07","0.00",,"31","33","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-08","0.00",,"31","40","26"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-09","0.00",,"33","43","26"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-10","0.00",,"43","55","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-11","0.00",,"41","51","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-12","0.00",,"43","49","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-13","0.00",,"30","44","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-14","0.00",,"34","42","25"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-15","0.01",,"33","39","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-16","0.00",,"31","33","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-17","0.00",,"30","34","28"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-18","0.00",,"25","29","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-19","0.00",,"26","27","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-20","0.00",,"28","30","26"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-21","0.00",,"29","33","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-22","0.00",,"25","27","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-23","0.00",,"26","27","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-24","0.00",,"29","31","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-25","0.00",,"32","37","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-26","0.07",,"43","48","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-27","0.00",,"43","49","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-28","0.00",,"38","42","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-29","0.01",,"32","38","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-30","0.00",,"28","35","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2016-12-31","0.00",,"28","35","23"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-01","0.00",,"31","39","25"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-02","0.00",,"35","47","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-03","0.11","2.4","33","43","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-04","0.03","1.6","31","36","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-05","0.06","1.2","32","34","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-06","0.00","1.2","19","30","15"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-07","0.00","1.2","12","16","10"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-08","0.00","1.2","12","19","6"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-09","0.03","5.9","16","19","14"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-10","0.11",,"14","18","8"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-11","0.20","8.3","16","19","13"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-12","0.07","7.1","24","35","12"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-13","0.00","3.1","39","44","28"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-14","0.17","2.4","34","45","32"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-15","0.00","1.2","32","40","28"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-16","0.00","0.8","30","35","25"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-17","0.01","1.6","33","34","32"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-18","0.04","3.9","32","33","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-19","0.07","3.9","29","31","28"
