"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-20","0.00","3.9","26","32","20"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-21","0.00","3.9","21","28","13"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-22","0.00","3.9","23","28","20"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-23","0.00","3.9","20","25","15"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-24","0.00","3.9","21","22","19"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-25","0.00","4.3","25","27","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-26","0.01","3.9","27","29","25"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-27","0.00","3.9","26","34","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-28","0.00","3.9","23","27","20"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-29","0.00","3.9","20","23","18"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-30","0.00","3.9","28","37","19"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-01-31","0.00","2.8","33","42","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-01","0.00","1.6","40","45","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-02","0.02",,"48","54","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-03","0.00",,"53","62","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-04","0.01",,"52","59","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-05","0.09",,"49","55","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-06","0.00",,"49","58","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-07","0.13",,"39","47","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-08","0.04",,"36","39","34"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-09","0.00",,"34","38","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-10","0.00",,"31","39","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-11","0.00",,"31","40","27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-12","0.00",,"28","36","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-13","0.00",,"29","39","23"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-14","0.00",,"27","33","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-15","0.00",,"34","48","24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-16","0.00",,"35","49","26"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-17","0.00",,"32","42","26"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-18","0.00",,"33","38","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-19","0.02",,"33","35","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-20","0.01",,"35","40","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-21","0.00",,"45","54","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-22","0.00",,"53","64","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-23","0.00",,"54","67","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-24","0.00",,"52","65","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-25","0.62",,"41","49","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-26","0.00",,"45","58","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-27","0.00",,"54","67","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-02-28","0.00",,"62","73","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-01","0.00",,"51","61","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-02","0.09",,"49","62","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-03","0.02",,"51","61","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-04","0.00",,"59","72","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-05","0.00",,"58","63","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-06","0.03",,"50","59","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-07","0.07",,"49","55","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-08","0.03",,"46","51","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-09","0.30",,"48","56","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-10","0.00",,"44","49","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-11","0.00",,"43","46","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-12","0.00",,"42","45","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-13","0.15",,"44","51","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-14","0.00",,"47","54","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-15","0.00",,"48","58","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-16","0.00",,"50","58","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-17","0.00",,"49","59","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-18","0.00",,"56","68","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-19","0.24",,"50","56","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-20","0.12",,"57","69","46"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-21","0.00",,"65","78","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-22","0.00",,"68","79","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-23","0.00",,"66","76","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-24","0.00",,"65","76","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-25","0.00",,"54","64","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-26","0.00",,"47","54","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-27","0.00",,"47","57","34"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-28","0.00",,"51","64","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-29","0.00",,"58","71","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-30","0.00",,"59","71","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-03-31","0.00",,"58","68","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-01","0.00",,"63","77","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-02","0.00",,"65","76","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-03","0.00",,"65","76","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-04","0.00",,"56","65","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-05","0.00",,"53","62","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-06","0.28",,"51","59","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-07","0.09",,"47","53","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-08","0.06",,"52","61","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-09","0.02",,"55","67","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-10","0.00",,"59","70","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-11","0.00",,"58","74","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-12","0.08",,"53","62","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-13","0.00",,"61","74","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-14","0.00",,"58","67","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-15","0.00",,"59","70","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-16","0.20",,"53","59","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-17","0.09",,"49","56","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-18","0.00",,"52","63","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-19","0.54",,"40","50","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-20","0.12",,"38","44","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-21","0.31",,"40","45","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-22","0.00",,"47","57","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-23","0.02",,"46","52","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-24","0.14",,"51","63","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-25","0.00",,"63","76","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-26","0.00",,"65","77","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-27","0.00",,"71","83","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-28","0.00",,"69","76","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-29","0.01",,"49","69","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-04-30","0.09",,"52","62","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-01","0.00",,"60","73","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-02","0.00",,"67","77","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-03","0.00",,"67","78","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-04","0.01",,"63","72","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-05","0.07",,"59","71","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-06","0.09",,"58","64","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-07","0.16",,"58","61","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-08","0.49",,"59","67","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-09","0.00",,"57","66","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-10","0.01",,"53","61","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-11","0.00",,"65","77","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-12","0.14",,"69","81","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-13","0.49",,"66","76","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-14","0.08",,"64","75","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-15","0.74",,"66","77","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-16","0.00",,"66","78","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-17","0.00",,"65","75","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-18","0.06",,"66","77","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-19","0.00",,"70","82","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-20","0.00",,"70","81","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-21","0.44",,"66","78","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-22","0.00",,"67","76","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-23","0.00",,"65","76","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-24","0.12",,"63","73","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-25","0.46",,"61","67","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-26","0.00",,"65","75","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-27","0.00",,"66","75","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-28","0.02",,"66","78","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-29","0.00",,"71","80","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-30","0.00",,"72","83","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-05-31","0.00",,"76","87","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-01","0.00",,"75","85","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-02","0.14",,"75","85","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-03","0.00",,"75","86","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-04","0.00",,"76","86","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-05","0.00",,"73","81","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-06","0.00",,"78","88","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-07","0.00",,"71","78","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-08","1.40",,"65","74","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-09","0.00",,"69","78","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-10","0.00",,"70","80","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-11","0.00",,"70","78","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-12","0.00",,"74","85","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-13","0.00",,"77","86","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-14","0.00",,"72","78","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-15","0.04",,"72","82","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-16","0.00",,"74","85","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-17","0.01",,"67","74","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-18","0.00",,"61","66","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-19","0.13",,"71","83","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-20","0.00",,"76","88","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-21","0.00",,"79","91","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-22","0.31",,"80","92","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-23","0.00",,"84","95","75"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-24","0.01",,"79","91","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-25","0.00",,"85","97","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-26","0.06",,"75","84","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-27","0.00",,"80","91","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-28","0.00",,"85","95","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-29","0.00",,"85","96","80"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-06-30","0.00",,"83","96","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-01","0.00",,"76","85","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-02","0.00",,"72","84","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-03","0.45",,"70","78","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-04","0.02",,"71","82","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-05","0.00",,"75","86","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-06","0.00",,"79","93","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-07","0.00",,"82","96","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-08","0.00",,"82","92","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-09","0.00",,"83","94","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-10","0.00",,"88","101","76"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-11","0.00",,"89","100","77"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-12","0.00",,"82","90","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-13","0.31",,"75","82","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-14","0.00",,"71","81","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-15","0.00",,"71","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-16","0.00",,"69","78","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-17","0.00",,"72","83","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-18","0.00",,"76","88","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-19","0.00",,"81","94","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-20","0.00",,"84","95","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-21","0.00",,"86","97","75"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-22","0.00",,"87","98","74"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-23","0.00",,"86","97","74"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-24","0.00",,"87","98","76"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-25","0.07",,"69","88","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-26","0.15",,"69","80","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-27","0.03",,"67","75","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-28","0.00",,"71","84","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-29","0.00",,"77","89","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-30","0.00",,"82","96","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-07-31","0.00",,"83","96","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-01","0.00",,"88","98","75"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-02","0.00",,"87","102","74"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-03","0.00",,"85","99","76"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-04","0.00",,"89","102","74"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-05","0.00",,"90","104","77"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-06","0.00",,"87","103","75"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-07","0.11",,"70","76","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-08","0.08",,"78","88","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-09","0.00",,"86","102","74"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-10","0.00",,"89","101","78"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-11","0.00",,"90","102","76"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-12","0.00",,"77","89","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-13","0.23",,"64","66","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-14","0.00",,"70","79","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-15","0.00",,"75","88","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-16","0.00",,"79","91","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-17","0.00",,"80","93","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-18","0.00",,"81","95","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-19","0.00",,"85","99","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-20","0.00",,"69","84","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-21","0.35",,"67","75","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-22","0.00",,"66","78","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-23","0.00",,"66","79","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-24","0.00",,"70","86","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-25","0.00",,"80","94","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-26","0.00",,"84","99","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-27","0.00",,"85","99","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-28","0.00",,"78","89","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-29","0.00",,"72","84","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-30","0.00",,"73","87","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-08-31","0.00",,"77","94","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-01","0.00",,"81","94","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-02","0.00",,"75","89","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-03","0.19",,"61","66","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-04","0.07",,"63","73","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-05","0.00",,"65","75","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-06","0.00",,"70","82","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-07","0.00",,"70","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-08","0.03",,"68","80","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-09","0.00",,"71","81","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-10","0.00",,"77","90","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-11","0.00",,"77","93","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-12","0.40",,"67","78","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-13","0.11",,"65","75","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-14","0.00",,"73","87","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-15","0.00",,"66","76","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-16","0.00",,"75","92","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-17","0.03",,"72","91","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2017-09-18","0.15",,"64","75","56"
