"","date","Max_temp","Avg_temp","Min_temp","Max_dew","Avg_dew","Min_dew","Max__humidity","Avg__humidity","Min__humidity","Max_wind","Avg_wind","Min_wind","Max_pressure","Avg_pressure","Min_pressure","Total_percipitation"
"868",2018-06-17,82,69.5,61,66,63.4,61,100,83,48,13,7.6,2,29.6,29.5,29.5,0
"869",2018-06-18,79,70,63,66,63.3,61,100,80.1,57,18,8.5,2,29.6,29.6,29.5,0
"870",2018-06-19,79,71,66,68,66.3,64,100,86.3,65,14,5.7,0,29.8,29.7,29.6,0
"871",2018-06-20,86,76.2,66,66,64.3,61,94,69.8,43,8,4.6,1,29.8,29.8,29.7,0
"872",2018-06-21,90,77.2,66,68,64.3,59,94,66.7,40,12,5.6,0,29.7,29.6,29.5,0
"873",2018-06-22,75,65.9,54,66,58,45,94,77.1,49,20,10.6,2,29.8,29.6,29.5,0
"874",2018-06-23,70,60,52,54,47.9,43,100,68.1,38,16,11.2,5,29.8,29.8,29.7,0
"875",2018-06-24,72,62.1,52,50,48.4,45,94,63.8,40,12,5.4,0,29.8,29.7,29.7,0
"876",2018-06-25,75,65.2,50,54,49.9,46,100,61.1,36,9,4.8,1,29.7,29.7,29.7,0
"877",2018-06-26,73,64,55,57,54.5,52,88,71.7,50,9,5.8,2,29.7,29.7,29.6,0
"878",2018-06-27,68,62,59,61,58.9,57,100,90,68,16,8.4,0,29.6,29.5,29.5,0
"879",2018-06-28,73,65.2,59,64,61.3,59,100,87.6,65,17,9.7,3,29.5,29.4,29.4,0
"880",2018-06-29,75,66.9,63,70,65,63,100,93.8,69,18,12.9,2,29.4,29.3,29.3,0
"881",2018-06-30,82,71,61,68,61,45,100,73.4,46,21,14.6,7,29.6,29.4,29.4,0
"882",2018-07-01,72,63.3,50,54,49.9,48,94,64.2,43,12,6.9,2,29.7,29.6,29.6,0
"883",2018-07-02,77,67.5,54,55,50,45,94,56.2,36,8,3.9,0,29.7,29.7,29.6,0
"884",2018-07-03,81,72.7,63,59,55.9,52,77,56.5,44,8,5.7,0,29.7,29.6,29.6,0
"885",2018-07-04,82,74.3,61,66,57.7,52,88,59.1,37,10,5.3,0,29.7,29.6,29.6,0
"886",2018-07-05,84,75,64,66,61.1,57,100,65.5,40,6,3.9,1,29.6,29.6,29.5,0
"887",2018-07-06,84,75.6,64,68,62.7,59,94,65.6,45,10,5.1,1,29.5,29.5,29.5,0
"888",2018-07-07,73,68.2,64,68,65.5,64,100,92,78,13,7.5,2,29.6,29.6,29.5,0
"889",2018-07-08,77,66.9,61,66,63,59,100,88.1,57,16,8.6,2,29.6,29.6,29.6,0
"890",2018-07-09,68,63.7,61,63,61.6,61,100,92.6,78,18,10.8,5,29.6,29.6,29.6,0
"891",2018-07-10,79,69.6,63,64,63.3,63,100,81.7,57,12,6.5,2,29.6,29.6,29.5,0
"892",2018-07-11,86,75.2,64,66,63,61,100,68.2,43,7,3.7,0,29.6,29.6,29.5,0
"893",2018-07-12,79,72.7,66,68,65.7,63,100,80,65,9,5.3,1,29.7,29.6,29.6,0
"894",2018-07-13,82,74.1,68,68,63.4,59,100,72.3,45,10,5.1,0,29.7,29.7,29.6,0
"895",2018-07-14,82,73.8,64,66,62.7,57,100,71.1,42,15,9.3,6,29.7,29.7,29.6,0
"896",2018-07-15,82,73.1,66,64,63.2,61,88,72.3,51,16,7.8,2,29.6,29.6,29.6,0
"897",2018-07-16,84,74.4,64,63,59.4,55,94,62.8,37,10,6.4,2,29.6,29.6,29.5,0
"898",2018-07-17,77,70.3,66,68,64.1,59,100,82.1,61,15,8.1,2,29.5,29.4,29.4,0
"899",2018-07-18,77,70.8,64,63,60.3,54,94,70.1,47,22,13.6,7,29.5,29.5,29.4,0
"900",2018-07-19,79,70.6,64,66,63.3,57,94,78.1,61,20,13.1,7,29.5,29.5,29.5,0
"901",2018-07-20,86,75,64,64,60.2,54,94,63,33,17,10.2,5,29.6,29.6,29.5,0
"902",2018-07-21,90,77.4,64,64,61.7,59,88,60.6,38,8,4.3,1,29.6,29.5,29.5,0
"903",2018-07-22,81,75.5,68,68,64.3,59,94,69.2,51,17,7.4,0,29.5,29.5,29.4,0
"904",2018-07-23,79,70.2,66,68,65,63,100,84.7,61,13,5.9,1,29.5,29.4,29.4,0
"905",2018-07-24,75,69.9,64,72,66.2,63,100,88.6,65,17,8.8,3,29.5,29.4,29.4,0
"906",2018-07-25,84,74.9,64,68,64.5,61,100,72.3,45,17,9.9,2,29.5,29.4,29.4,0
"907",2018-07-26,84,74.8,64,68,64.7,63,100,73,51,14,7.8,0,29.5,29.5,29.4,0
"908",2018-07-27,82,72.9,66,72,67.8,64,100,85.1,62,16,7.6,3,29.5,29.5,29.5,0
"909",2018-07-28,79,75.2,72,68,67,66,83,75.9,65,8,5.3,3,29.5,29.5,29.5,0
"910",2018-07-29,86,76.4,68,72,68.6,66,94,77.8,55,15,8.1,0,29.6,29.5,29.5,0
"911",2018-07-30,88,78.1,70,72,69.8,68,100,76.8,55,16,7.8,0,29.6,29.5,29.5,0
"912",2018-07-31,86,78.1,68,70,68,66,100,73.1,51,14,6.9,3,29.6,29.6,29.5,0
"913",2018-08-01,84,76.1,72,73,70.2,68,94,81.9,66,13,5.5,0,29.6,29.6,29.6,0
"914",2018-08-02,81,75,70,75,70.5,68,100,85.8,65,9,4.3,0,29.7,29.7,29.6,0
"915",2018-08-03,86,76.5,68,72,68.8,66,100,78.6,51,8,3,0,29.7,29.7,29.6,0
"916",2018-08-04,88,77.1,68,72,66.4,59,100,73,38,8,3.9,0,29.7,29.7,29.6,0
"917",2018-08-05,88,78.3,64,68,63.6,59,100,63.8,40,6,2.6,0,29.7,29.6,29.6,0
"918",2018-08-06,88,78,68,70,66.7,61,94,70.2,43,14,5.8,2,29.7,29.7,29.6,0
"919",2018-08-07,91,79,68,70,63.8,57,94,63.9,34,8,4.7,1,29.7,29.6,29.6,0
"920",2018-08-08,91,79.8,64,68,63.9,59,94,60.5,36,13,6.8,0,29.7,29.6,29.6,0
"921",2018-08-09,91,81.9,70,68,65,63,83,58.8,41,17,10.9,5,29.7,29.7,29.6,0
"922",2018-08-10,90,81.4,75,63,59.9,54,61,48.2,38,22,13.8,9,29.8,29.7,29.7,0
"923",2018-08-11,86,76.4,64,61,56.8,54,68,51.1,40,14,8.5,3,29.8,29.7,29.7,0
"924",2018-08-12,88,77.5,66,68,59.9,57,94,57.5,35,8,4.9,3,29.8,29.7,29.6,0
"925",2018-08-13,91,79.3,66,63,59.6,57,83,53.1,31,16,7.6,0,29.6,29.6,29.5,0
"926",2018-08-14,93,80.2,68,66,62.7,59,94,57.4,34,29,7.5,0,29.6,29.5,29.5,0
"927",2018-08-15,84,73.5,64,66,64.1,63,100,74.7,48,12,6.7,0,29.6,29.6,29.6,0
"928",2018-08-16,86,75,64,66,63.9,63,94,70,45,9,5,0,29.7,29.6,29.6,0
"929",2018-08-17,90,77.5,66,66,61.6,55,94,62.8,31,8,4,0,29.6,29.6,29.6,0
"930",2018-08-18,91,78.9,66,66,61.7,57,94,59.6,31,9,4.1,0,29.7,29.7,29.6,0
"931",2018-08-19,91,78.1,64,64,61.9,55,94,60.6,29,10,4.6,0,29.7,29.7,29.6,0
"932",2018-08-20,90,77.2,64,64,62.1,59,94,61.9,36,7,3.4,0,29.7,29.6,29.6,0
"933",2018-08-21,91,79.7,68,66,62.7,57,94,60.1,31,7,4,0,29.7,29.6,29.6,0
"934",2018-08-22,93,80.6,68,66,63,59,88,58.5,32,13,5.5,0,29.7,29.7,29.6,0
"935",2018-08-23,91,80.7,68,64,62.2,59,83,54.7,36,15,8.4,0,29.7,29.6,29.5,0
"936",2018-08-24,93,80.5,64,61,58.8,55,83,50.1,29,20,8.8,0,29.6,29.5,29.4,0
"937",2018-08-25,90,76.8,68,66,62,59,83,61.5,40,12,5,1,29.5,29.4,29.4,0
"938",2018-08-26,75,69.3,59,64,62,57,100,78.1,64,16,7.9,0,29.5,29.4,29.4,0
"939",2018-08-27,63,59.6,57,61,58.8,57,100,97.7,94,14,10,6,29.7,29.6,29.5,0
"940",2018-08-28,79,67.1,61,61,58.5,55,100,76.4,50,8,6.2,3,29.8,29.7,29.7,0
"941",2018-08-29,82,71.5,61,59,56.9,54,94,63.9,37,7,4.4,1,29.7,29.7,29.6,0
"942",2018-08-30,88,74.9,59,64,58.5,55,94,61.3,33,14,4.2,0,29.6,29.6,29.6,0
"943",2018-08-31,86,75.3,66,66,63.8,61,94,69.3,45,8,4,0,29.7,29.7,29.6,0
"944",2018-09-01,93,79.7,66,66,60.8,55,94,56.7,28,20,9.7,0,29.6,29.6,29.6,0
"945",2018-09-02,91,75.1,64,68,63,57,100,70.7,34,10,5.5,1,29.7,29.7,29.6,0
"946",2018-09-03,79,70.3,64,66,63.9,59,100,81.8,51,20,7.7,1,29.6,29.6,29.5,0
"947",2018-09-04,79,68.8,61,64,61.1,57,100,78,47,14,7.7,3,29.6,29.5,29.5,0
"948",2018-09-05,75,66.2,61,66,62,59,100,86.5,61,9,6.3,2,29.6,29.6,29.6,0
"949",2018-09-06,82,70.3,61,63,59.4,54,100,71.9,39,14,8.1,3,29.6,29.5,29.5,0
"950",2018-09-07,82,71.3,61,61,57.2,52,88,64,35,8,4.7,0,29.6,29.5,29.5,0
"951",2018-09-08,81,70.1,63,66,60.8,54,100,74.8,39,12,7.1,1,29.7,29.7,29.6,0
"952",2018-09-09,82,70,61,61,56.5,50,100,66.3,34,17,9.2,3,29.8,29.8,29.7,0
"953",2018-09-10,81,68.9,57,59,54.2,46,94,63.2,30,12,5.9,2,29.8,29.8,29.8,0
"954",2018-09-11,82,70.9,59,57,54.3,50,82,58.2,34,15,6.4,1,29.9,29.9,29.8,0
"955",2018-09-12,84,73.4,63,61,55.6,52,88,56.7,33,8,5.2,2,29.9,29.8,29.7,0
"956",2018-09-13,86,72.4,59,57,53.3,50,88,54.9,29,10,5.5,0,29.8,29.7,29.6,0
"957",2018-09-14,86,72.6,59,57,54,50,88,55,29,7,2.5,0,29.6,29.6,29.6,0
"958",2018-09-15,82,71,63,63,57,50,88,62.8,39,18,8.7,2,29.9,29.8,29.7,0
"959",2018-09-16,81,68.3,55,57,51.4,48,94,58.4,32,12,5.8,3,29.9,29.9,29.9,0
"960",2018-09-17,79,68,54,54,51.7,50,88,58.3,36,9,4.5,0,29.9,29.9,29.8,0
"961",2018-09-18,84,69.9,54,55,54.2,52,94,61,33,12,5.7,0,29.8,29.8,29.7,0
"962",2018-09-19,86,73.4,61,57,54.8,50,82,54.9,35,12,6.6,0,29.8,29.8,29.7,0
"963",2018-09-20,84,72.8,59,52,47.8,46,68,42.8,27,9,5.1,0,29.8,29.8,29.7,0
"964",2018-09-21,86,72.2,57,52,49.5,46,77,47.2,25,14,7.4,1,29.7,29.7,29.6,0
"965",2018-09-22,79,68.7,61,61,49.9,43,72,51.8,34,17,8.9,0,29.9,29.7,29.6,0
"966",2018-09-23,79,67,59,55,50.4,46,72,56.4,41,10,4.7,0,29.9,29.8,29.6,0
"967",2018-09-24,72,56.9,46,57,50.9,45,100,81.8,56,28,13,0,30,29.8,29.5,0
"968",2018-09-25,61,50.8,43,43,39.7,36,100,68.6,39,16,11.3,5,30.2,30.1,30,0
"969",2018-09-26,61,49.4,37,39,33.1,25,93,59.1,25,10,4.9,0,30.3,30.3,30.2,0
"970",2018-09-27,64,51.3,37,37,33.5,30,93,55.8,28,7,3.8,0,30.2,30.1,30,0
"971",2018-09-28,73,57.8,41,43,37.3,34,81,50.1,23,9,4.7,0,30,29.8,29.7,0
"972",2018-09-29,70,56.9,46,46,42.7,37,87,60.9,38,18,9.4,1,29.9,29.8,29.7,0
"973",2018-09-30,61,51.9,41,45,39.5,34,82,63.5,45,15,6.9,0,29.9,29.8,29.7,0
"974",2018-10-01,73,57.3,45,50,46.1,41,93,68.5,41,17,7.8,0,29.7,29.5,29.4,0
"975",2018-10-02,55,52.4,50,52,48.9,45,100,89.1,77,12,6.5,0,29.9,29.7,29.6,0
"976",2018-10-03,66,54.5,39,48,41.8,36,100,68,34,8,4.1,0,29.9,29.9,29.8,0
"977",2018-10-04,68,55.1,45,45,40,36,93,60.9,30,10,5.3,0,30.1,30,29.9,0
"978",2018-10-05,72,56.7,39,43,38.1,36,93,55.4,27,15,7.7,0,30.1,30,29.9,0
"979",2018-10-06,79,66.1,55,50,43.6,39,55,44.7,34,22,13,5,29.9,29.8,29.7,0
"980",2018-10-07,79,68.5,61,50,46.4,41,59,45.6,36,18,11.9,3,29.7,29.6,29.6,0
"981",2018-10-08,77,64.7,55,59,55.4,50,100,75.1,39,9,4.8,1,29.8,29.7,29.6,0
"982",2018-10-09,75,63.4,54,59,52.9,46,100,73.2,38,10,4.2,0,29.9,29.9,29.8,0
"983",2018-10-10,75,62.8,48,50,47.1,45,87,59,36,14,6,0,29.9,29.9,29.9,0
"984",2018-10-11,73,62.5,54,50,47.4,45,82,60.2,38,17,9.3,0,29.9,29.9,29.9,0
"985",2018-10-12,75,62.5,52,48,46.1,45,82,57.5,34,14,7.4,1,30,29.9,29.9,0
"986",2018-10-13,73,62.8,52,46,44.6,41,82,53.7,33,18,8.8,0,30,30,29.9,0
"987",2018-10-14,72,61.2,50,43,33.4,27,76,39,20,18,11.4,3,29.9,29.9,29.8,0
"988",2018-10-15,73,64.1,55,41,38.4,34,58,39.8,27,24,14.8,3,29.9,29.8,29.8,0
"989",2018-10-16,75,61.8,48,45,40.5,37,66,47,34,15,8,0,29.9,29.8,29.8,0
"990",2018-10-17,75,62.7,48,45,39.2,36,66,44.3,24,13,6.2,0,29.8,29.8,29.7,0
"991",2018-10-18,75,62.5,50,50,46.8,43,82,58.5,38,12,5.6,0,29.7,29.7,29.6,0
"992",2018-10-19,72,61.9,55,54,49.2,46,88,64.7,43,12,4.7,0,29.8,29.7,29.7,0
"993",2018-10-20,63,57.9,55,57,55.6,54,100,93,82,10,7,0,29.9,29.8,29.8,0
"994",2018-10-21,57,52.1,48,54,44.8,37,100,77.3,54,17,8.3,0,29.9,29.8,29.8,0
"995",2018-10-22,54,50.3,48,50,47.2,46,94,90,82,6,3.2,0,29.9,29.9,29.9,0
"996",2018-10-23,61,53.1,48,50,47.8,43,100,84,55,13,7.6,1,29.9,29.8,29.6,0
"997",2018-10-24,59,49.4,43,50,44.8,37,94,84,63,23,11.2,3,29.6,29.5,29.4,0
"998",2018-10-25,57,49,39,41,36.9,34,87,64.3,47,18,10.8,7,29.8,29.7,29.6,0
"999",2018-10-26,68,57.1,45,46,43.2,39,87,62,37,10,5.8,1,29.7,29.6,29.6,0
"1000",2018-10-27,79,69.2,61,50,47.2,45,59,46.4,32,15,9.9,5,29.6,29.5,29.4,0
"1001",2018-10-28,75,67.8,63,52,50.1,46,63,53.3,41,20,14.8,9,29.5,29.5,29.4,0
"1002",2018-10-29,77,72.3,68,54,52.6,50,60,49.9,41,23,17.3,12,29.5,29.5,29.4,0
"1003",2018-10-30,72,66.3,55,57,53.9,50,88,64.9,53,26,12.8,1,29.8,29.6,29.4,0
"1004",2018-10-31,73,59.9,46,50,43,39,94,57,29,10,5,0,29.9,29.9,29.8,0
"1005",2018-11-01,79,64.1,50,59,52.3,45,88,67.4,42,17,9,0,29.9,29.8,29.8,0
"1006",2018-11-02,68,64.5,61,57,55,54,82,71.8,64,17,12.2,6,29.9,29.8,29.8,0
"1007",2018-11-03,75,64.9,57,54,49.7,45,77,58.9,41,18,10.8,1,29.9,29.9,29.8,0
"1008",2018-11-04,70,59.4,50,46,44.4,39,87,59.6,38,22,11.7,2,29.9,29.8,29.8,0
"1009",2018-11-05,68,57.9,48,45,42.6,37,72,57.5,37,24,14.6,5,29.8,29.8,29.7,0
"1010",2018-11-06,66,55.7,50,45,43.1,39,76,63.4,43,23,14.6,7,29.8,29.8,29.7,0
"1011",2018-11-07,66,56.8,50,45,44.6,43,76,64.5,46,22,15.1,8,29.8,29.7,29.7,0
"1012",2018-11-08,63,51.9,43,45,42.2,37,87,70.3,52,10,6.9,3,29.8,29.8,29.7,0
"1013",2018-11-09,61,48.6,37,45,39.9,36,93,73.2,52,9,4.5,0,29.8,29.8,29.7,0
"1014",2018-11-10,64,48.9,37,45,40.7,36,100,75.2,45,8,2.3,0,29.7,29.7,29.7,0
"1015",2018-11-11,68,51.7,39,45,42,37,100,71.6,43,7,2.2,0,29.9,29.8,29.7,0
"1016",2018-11-12,70,52.6,39,45,42.1,37,100,70.7,38,9,3.5,0,30,29.9,29.9,0
"1017",2018-11-13,64,54.8,46,43,41,39,81,61,42,20,11.1,0,30,29.9,29.9,0
"1018",2018-11-14,61,50.9,45,46,42,36,93,71.9,52,16,8.5,0,30,30,30,0
"1019",2018-11-15,55,43.5,36,39,35.3,32,100,74.1,47,12,6.5,0,30,30,29.9,0
"1020",2018-11-16,48,40.8,32,37,35.1,30,100,80.6,66,7,2.8,0,30,30,30,0
"1021",2018-11-17,45,39.3,34,36,29,27,87,66.9,49,22,12.7,3,30.1,30,30,0
"1022",2018-11-18,37,35,32,34,31.2,28,100,87.1,75,15,8,2,30,29.9,29.6,0
"1023",2018-11-19,39,34.9,32,34,32.5,32,100,91.4,75,12,5.4,0,29.7,29.6,29.6,0
"1024",2018-11-20,43,40.6,36,39,37.4,34,93,88.6,81,29,15.6,3,29.6,29.5,29.4,0
"1025",2018-11-21,41,39.6,39,39,37.2,36,100,90.7,81,10,6.4,3,29.8,29.7,29.5,0
"1026",2018-11-22,46,40.1,34,37,35.7,32,100,83.9,66,12,8.2,5,29.9,29.8,29.8,0
"1027",2018-11-23,45,41.7,37,39,37.5,36,93,85.6,76,12,6.2,1,30,29.9,29.9,0
"1028",2018-11-24,52,44.6,37,43,39.9,36,100,84,66,15,8.6,0,29.9,29.8,29.7,0
"1029",2018-11-25,55,48.9,39,52,45.7,39,100,89.8,82,16,7.4,3,29.7,29.5,29.2,0
"1030",2018-11-26,54,50.8,48,52,48.5,46,100,93.1,82,20,10.4,1,29.3,29.2,29.1,0
"1031",2018-11-27,46,42.8,36,46,41.3,34,100,94.6,87,14,8.6,2,29.6,29.4,29.3,0
"1032",2018-11-28,36,32.7,32,34,31.8,30,100,96.8,93,13,9.5,7,30,29.8,29.6,0
"1033",2018-11-29,37,32.2,25,34,24.9,16,100,76,48,18,11.1,3,30.2,30.1,30,0
"1034",2018-11-30,32,25.7,19,19,16.9,14,86,69.3,51,14,10.7,5,30.1,30,29.9,0
"1035",2018-12-01,32,27.9,19,27,21.5,16,93,77,64,10,3,0,29.9,29.9,29.8,0
"1036",2018-12-02,50,36,25,34,29,23,93,77.5,53,10,5.1,0,29.9,29.8,29.6,0
"1037",2018-12-03,55,43.6,32,41,36.4,30,93,77.4,54,7,3.5,0,29.6,29.6,29.5,0
"1038",2018-12-04,50,46.3,43,48,44.5,41,100,93.3,76,12,5.5,0,29.8,29.6,29.5,0
"1039",2018-12-05,46,39.6,32,43,34.4,28,93,82,66,16,10.1,3,30.1,30,29.8,0
"1040",2018-12-06,32,30.8,30,27,27,27,86,83.8,80,6,4.3,2,29.9,29.9,29.9,0
"1041",2018-12-07,43,34.6,25,34,28.2,23,100,78.5,57,9,4.6,1,29.9,29.8,29.6,0
"1042",2018-12-08,46,40.5,34,45,36.1,28,100,85.6,57,12,6.5,1,29.6,29.5,29.5,0
"1043",2018-12-09,54,44.1,36,43,36.8,34,100,77.6,47,14,7.7,3,29.6,29.4,29.3,0
"1044",2018-12-10,48,41,34,43,36.5,30,100,85.2,57,18,9.3,3,29.6,29.5,29.4,0
"1045",2018-12-11,41,35.4,30,34,31,28,100,85.3,70,12,7.7,5,29.7,29.7,29.6,0
"1046",2018-12-12,43,37,34,34,32.9,32,100,85.8,66,16,6.6,0,29.8,29.7,29.7,0
"1047",2018-12-13,41,35.4,30,34,29.9,27,100,81.9,57,10,5.2,0,29.8,29.8,29.7,0
"1048",2018-12-14,32,30.5,28,32,29.9,27,100,97.4,93,14,8.5,3,29.7,29.7,29.7,0
"1049",2018-12-15,32,31.5,30,32,31.5,30,100,99.8,93,9,2.5,0,29.7,29.7,29.6,0
"1050",2018-12-16,30,26.5,10,30,26,9,100,98.2,92,9,2.5,0,29.8,29.8,29.7,0
"1051",2018-12-17,28,21.2,10,28,20.3,9,100,96.2,86,13,4.4,0,30,29.9,29.8,0
"1052",2018-12-18,27,24.7,23,27,24.1,21,100,97.9,93,9,4.2,1,30.1,30.1,30,0
"1053",2018-12-19,32,27.8,23,32,27.3,21,100,98.3,93,9,3.9,0,30.1,30,29.9,0
"1054",2018-12-20,27,23.6,18,25,22.6,18,100,96.2,93,10,4.3,1,29.9,29.9,29.9,0
"1055",2018-12-21,37,31.3,25,36,29.8,23,100,94.3,81,9,4,1,30,29.9,29.8,0
"1056",2018-12-22,50,43.9,37,39,35.9,34,87,73.8,58,13,7.8,1,29.8,29.7,29.7,0
"1057",2018-12-23,46,41.8,37,41,38.7,36,100,89.5,76,13,6.8,2,29.9,29.8,29.7,0
"1058",2018-12-24,52,43.3,36,43,36.5,28,93,78.3,62,22,13.9,8,29.9,29.6,29.4,0
"1059",2018-12-25,36,34.2,32,34,29,25,100,82.5,65,15,11.5,6,30.1,30,29.9,0
"1060",2018-12-26,41,37.1,32,34,31.9,28,93,82.2,70,16,10.4,5,30.1,30,29.9,0
"1061",2018-12-27,41,37.2,32,37,33,28,87,84.6,75,13,8.8,6,30,30,29.9,0
"1062",2018-12-28,46,41.1,37,41,36.4,34,93,83.3,66,15,7.5,1,29.9,29.9,29.8,0
"1063",2018-12-29,45,39.8,34,37,35.3,32,93,83.7,71,16,10.4,5,30,29.9,29.9,0
"1064",2018-12-30,43,39.5,37,39,36.6,36,100,89,76,12,6.3,2,29.9,29.9,29.9,0
"1065",2018-12-31,39,39,37,39,37.8,36,100,96,87,15,9.3,6,30,29.9,29.8,0
"1066",2019-01-01,37,33.5,30,36,32,28,100,94.3,87,10,6.5,2,30.1,29.9,29.7,0
"1067",2019-01-02,39,35,32,34,31.3,28,93,87,75,18,11.2,1,29.7,29.6,29.6,0
"1068",2019-01-03,34,28.6,23,30,26,19,100,89.4,80,18,12.7,3,29.9,29.8,29.7,0
"1069",2019-01-04,28,24.1,18,25,21.5,16,100,90.1,80,12,7,3,30,30,29.9,0
"1070",2019-01-05,32,25.3,19,32,22.8,18,100,90.8,64,17,8.4,3,30,29.8,29.6,0
"1071",2019-01-06,34,32.1,27,34,30.7,23,100,94.9,86,16,8,2,29.8,29.7,29.6,0
"1072",2019-01-07,27,21.3,16,23,17.2,10,100,84.8,74,15,8.5,0,30.1,30,29.8,0
"1073",2019-01-08,32,25.1,18,32,20,14,100,81.5,64,12,7.1,1,30,29.7,29.4,0
"1074",2019-01-09,39,33.9,30,32,31.2,28,100,90.9,70,10,5.1,1,29.4,29.4,29.3,0
"1075",2019-01-10,32,29.2,27,32,29.1,25,100,99.7,93,12,6.6,2,29.6,29.5,29.4,0
"1076",2019-01-11,32,28.5,23,28,26.4,21,100,90.4,80,13,9.9,6,29.8,29.7,29.6,0
"1077",2019-01-12,34,28.1,21,30,25.7,21,100,91,75,15,7.7,3,29.8,29.7,29.6,0
"1078",2019-01-13,39,34.6,30,32,30.7,28,100,86.8,75,12,5.9,1,29.6,29.4,29.2,0
"1079",2019-01-14,43,37.5,34,36,30.5,21,100,76.3,56,21,11,6,29.4,29.2,29.1,0
"1080",2019-01-15,36,33,27,28,24.2,21,81,70.7,60,26,13.2,8,29.7,29.6,29.4,0
"1081",2019-01-16,46,39.1,30,30,25.7,23,80,59.3,49,10,7,3,29.7,29.7,29.6,0
"1082",2019-01-17,54,43.1,30,34,28.7,25,86,57.9,44,13,7.9,1,29.7,29.6,29.6,0
"1083",2019-01-18,48,39.8,36,37,32.1,28,100,76.2,53,16,8.5,3,29.8,29.6,29.5,0
"1084",2019-01-19,37,34.7,30,34,31.9,30,100,90.1,81,13,5.6,0,29.8,29.8,29.7,0
"1085",2019-01-20,36,34.9,32,36,33,30,100,93.7,81,12,6.5,1,29.8,29.7,29.6,0
"1086",2019-01-21,36,34.3,32,32,30.5,28,100,87.7,75,8,5.2,1,29.8,29.8,29.7,0
"1087",2019-01-22,34,32,30,32,31.1,28,100,96.7,87,10,6.8,5,29.7,29.5,29.3,0
"1088",2019-01-23,34,32.1,30,32,31.7,30,100,98.4,93,8,4.3,1,29.3,29.2,29.2,0
"1089",2019-01-24,32,31.6,30,32,31.6,30,100,99.9,93,16,9.9,6,29.4,29.2,29.1,0
"1090",2019-01-25,32,28.1,27,32,27.5,25,100,96.9,93,16,10.1,5,29.4,29.4,29.4,0
"1091",2019-01-26,28,26.9,25,25,23.5,21,100,87.8,80,16,11.1,3,29.5,29.5,29.4,0
"1092",2019-01-27,39,31.7,19,30,25.7,16,93,79.1,70,14,8.5,2,29.5,29.4,29.2,0
"1093",2019-01-28,43,38.8,34,34,31.9,28,100,77.1,66,26,14.9,5,29.2,29.1,29,0
"1094",2019-01-29,36,34.1,32,34,33.4,32,100,97.3,87,7,3.7,0,29.4,29.4,29.2,0
"1095",2019-01-30,37,34.1,32,34,33,32,100,96.4,87,5,2.6,0,29.4,29.3,29.2,0
"1096",2019-01-31,34,32.5,30,34,32.2,30,100,98.8,93,8,4.4,1,29.4,29.3,29.2,0
"1097",2019-02-01,50,41.6,32,39,34.2,30,100,76.3,58,22,12.3,3,29.4,29.4,29.4,0
"1098",2019-02-02,55,52.7,48,41,40.2,39,71,62.7,58,24,18.3,10,29.4,29.4,29.3,0
"1099",2019-02-03,64,53.3,43,48,41.9,39,100,67.6,42,35,20.4,1,29.6,29.4,29.3,0
"1100",2019-02-04,46,40.3,37,45,36.2,32,100,84.4,70,14,8.8,5,30,29.9,29.6,0
"1101",2019-02-05,39,38,36,39,37,34,100,95.1,87,8,5.1,3,30,30,29.9,0
"1102",2019-02-06,41,37.4,32,39,35.1,30,100,90.4,81,14,9.5,6,30,29.9,29.9,0
"1103",2019-02-07,43,34.7,27,36,30.5,27,100,85.3,66,12,5.4,0,29.9,29.9,29.8,0
"1104",2019-02-08,39,34.3,28,34,31.7,28,100,90.1,75,10,6.6,2,29.9,29.8,29.7,0
"1105",2019-02-09,46,38.4,32,36,31.7,30,100,78.8,53,6,3.7,0,29.9,29.8,29.8,0
"1106",2019-02-10,54,41.8,28,36,32.4,28,100,71.8,44,10,5.5,1,29.8,29.7,29.5,0
"1107",2019-02-11,55,45.7,39,41,37.1,34,100,74.3,51,25,14,8,29.5,29.4,29.3,0
"1108",2019-02-12,41,38,32,37,30.3,27,93,74.8,57,25,18.9,12,30,29.8,29.5,0
"1109",2019-02-13,43,34,28,28,26.3,23,93,74.5,46,15,8.2,1,30.2,30.2,30,0
"1110",2019-02-14,48,39,30,37,32.2,25,87,76.8,66,14,9.2,6,30.2,30.1,30.1,0
"1111",2019-02-15,50,40.1,32,36,31.6,27,93,73.7,46,9,5.2,2,30.1,30.1,30.1,0
"1112",2019-02-16,50,39.2,32,36,30.7,27,87,73.5,50,7,4.2,0,30.2,30.1,30.1,0
"1113",2019-02-17,54,41.5,28,34,31.1,25,93,69,41,6,2.8,0,30.1,30,30,0
"1114",2019-02-18,57,43.4,30,36,33.1,28,100,69.5,41,7,3.5,0,30,29.9,29.8,0
"1115",2019-02-19,61,45.4,30,36,32.4,28,100,65.3,29,5,2.3,0,29.8,29.8,29.7,0
"1116",2019-02-20,59,45.8,36,37,31.5,23,81,59.4,35,12,6.8,3,29.9,29.8,29.7,0
"1117",2019-02-21,55,44.5,34,36,29,27,81,57.5,33,16,6.5,3,30,30,29.9,0
"1118",2019-02-22,46,40.4,27,43,34.5,14,93,80.1,59,28,14.2,3,30.1,29.8,29.7,0
"1119",2019-02-23,36,28.2,25,18,14.5,10,74,58,35,26,12.9,0,30.3,30.2,30.1,0
